"","state.abb","state.name","geo_id","year","name","total_liabilities","net_pension_liability","net_opeb_liability","current_liabilities","net_pension_assets","net_opeb_assets","expenses","revenues","population","median_hh_income_21"
"231","WA","Washington","5363000",2020,"seattle",9163846000,1471420000,673085000,643409000,276045000,0,4384767000,4581734000,737018,110781
"232","WI","Wisconsin","5548000",2020,"madison",1121052486,105508,82355761,90341077,57561292,0,564493985,598064822,269769,67270
"233","OR","Oregon","4159000",2020,"portland",9174347541,5078795811,84298521,330486470,0,7679943,2251447753,2330517610,652518,79057
"234","CA","California","0613392",2020,"chula vista",596108688,334945720,25079014,24799864,0,0,313016568,390392795,275500,91949
"235","TX","Texas","4819000",2020,"dallas",12969622000,4693271000,530989000,520329000,0,0,2718982000,3181977000,1304317,57995
"236","TX","Texas","4827000",2020,"fort worth",6248476000,2259058000,970878000,379448000,0,0,514751000,2590058000,918937,68235
"237","TX","Texas","4858016",2020,"plano",747692669,74014899,12327491,66533729,0,0,599131634,649535368,285469,95002
"238","TX","Texas","4805000",2020,"austin",15202009000,3003314000,3504494000,536339000,0,0,4579745000,4246064000,961900,79542
"239","TX","Texas","4841464",2020,"laredo",1409404951,250329436,265995373,46912739,0,0,549516642,526385016,255212,52438
"240","WI","Wisconsin","5553000",2020,"milwaukee",4631245000,850751000,1690355000,189324000,0,0,1584630000,1288626000,577225,46637
"241","MD","Maryland","2404000",2020,"baltimore",9195780000,1875711000,1245666000,821471000,9121000,0,3308251000,3193101000,585693,54652
"242","FL","Florida","1245000",2020,"miami",2854317892,994144647,867949431,127908952,0,0,1095966163,1024569536,442260,48789
"243","FL","Florida","1253000",2020,"orlando",2034575660,289467567,350601860,318979012,0,0,905574887,1079325407,307683,54167
"244","MO","Missouri","2938000",2020,"kansas city",5330276000,870059000,115354000,428601000,0,0,1960825000,1917677000,507971,63396
"245","CA","California","0666000",2020,"san diego",7466528000,2671000000,462516000,695168000,0,0,3470006000,3435873000,1386960,93042
"246","MO","Missouri","2965000",2020,"st louis",3262271000,572126000,629014000,289003000,0,0,1117833000,1137784000,301574,49965
"247","OH","Ohio","3915000",2020,"cincinnati",3389782000,1498856000,211704000,125427000,0,0,1432631000,1101279000,309561,42733
"248","CO","Colorado","0804000",2020,"aurora",1061881120,141270730,19443717,92284768,7607439,0,750721333,1158643331,386324,71647
"249","CA","California","0626000",2020,"fremont",675792497,390302773,82735272,30509891,0,0,350172934,389180841,230493,155968
"250","TX","Texas","4865000",2020,"san antonio",6535995000,993046000,1170748000,443951000,0,0,2580564000,2570306000,1434367,54923
"251","TX","Texas","4804000",2020,"arlington",2015112000,140590000,125761000,55342000,275000,65000,598609000,988707000,394257,59889
"252","MN","Minnesota","2758000",2020,"saint paul",1199914233,214764491,267232002,57593330,0,0,650396168,703359545,311518,66098
"253","AZ","Arizona","0446000",2020,"mesa",3946213000,908215779,907417000,316334000,0,0,1072009000,1110314000,504300,69266
"254","FL","Florida","1263000",2020,"st petersburg",1355292248,102271391,224027878,74380972,16809084,0,606737722,662235246,258356,64141
"255","AZ","Arizona","0412000",2020,"chandler",993301804,293895280,53112727,38727213,0,0,507986971,577349614,276010,94613
"256","AZ","Arizona","0455000",2020,"phoenix",13930794000,4963845000,206308000,770903000,0,61488000,4117422000,4219483000,1608190,68435
"257","CA","California","0669088",2020,"santa clarita",217263369,38909366,16669651,36580252,0,0,211788989,255859577,228679,109336
"258","MN","Minnesota","2743000",2020,"minneapolis",1730749000,528974000,41281000,103434000,0,0,1080192000,1147425000,429985,69397
"259","NV","Nevada","3260600",2020,"reno",1064576354,249852734,168272737,41238414,0,0,365774923,478643006,264147,67478
"260","TX","Texas","4837000",2020,"irving",1041752554,164966856,16706512,49882637,0,0,427556057,465446366,256687,70340
"261","MA","Massachusetts","2507000",2020,"boston",6518670000,1754871000,2273281000,591067000,0,0,3645402000,4259188000,675632,79283
"262","IA","Iowa","1921000",2020,"des moines",866817685,177894533,22869853,41591897,0,0,436787680,508221864,214125,60693
"263","ID","Idaho","1608830",2020,"boise",224761000,82764000,15136000,52760000,54173000,0,392568000,479054000,235712,70217
"264","AZ","Arizona","0427820",2020,"glendale",1364207000,379276000,3126000,74510000,0,1711000,467437000,552856000,248374,62910
"265","CA","California","0602000",2020,"anaheim",3138253000,790303000,161507000,169081000,0,0,1274296000,1248256000,346825,81747
"266","CA","California","0653000",2020,"oakland",3808291000,1717434000,598569000,324048000,0,0,1099603000,1318041000,440660,82236
"267","NE","Nebraska","3128000",2020,"lincoln",1682625102,75894676,20079000,173650869,0,0,763956441,878865771,291105,62294
"268","TX","Texas","4824000",2020,"el paso",2782722728,590743738,156786139,175729645,0,0,844169891,933071876,678697,51241
"269","CA","California","0636770",2020,"irvine",247393000,146569000,8219000,57504000,0,0,397833000,380188000,307665,105774
"270","CA","California","0649270",2020,"moreno valley",221955207,72896273,8175011,27193899,0,0,216161418,214352086,208640,79840
"271","NY","New York","3663000",2020,"rochester",2283161000,254732000,1477364000,192893000,0,0,834480000,717737000,211321,41980
"272","GA","Georgia","1304000",2020,"atlanta",10846929000,1114364000,992098000,510812000,0,0,2042726000,2620248000,498722,74107
"273","PA","Pennsylvania","4260000",2020,"philadelphia",19141711000,6095885000,1935327000,1937322000,0,0,8712288000,8677695000,1603799,52899
"274","CA","California","0627000",2020,"fresno",1541934000,0,148672000,207987000,244990000,0,802265000,873186000,542252,61250
"275","CA","California","0644000",2020,"los angeles",50943508000,8541000000,2674034000,3741504000,0,0,16549940000,17463553000,3898767,70372
"276","WA","Washington","5370000",2020,"tacoma",2088340000,43808000,208422000,203686000,89125000,0,1145003000,1229044000,219175,77141
"277","CA","California","0675000",2020,"stockton",1157881712,536028393,67397341,53832392,0,0,474735560,547984345,320810,69844
"278","NY","New York","3651000",2020,"new york",305300557000,46376874000,109456918000,30607669000,0,0,99906460000,95921699000,8804194,67997
"279","IN","Indiana","1825000",2020,"fort wayne",1390532275,237996172,167460423,51344214,0,0,509591066,573922167,263914,54737
"280","NJ","New Jersey","3436000",2020,"jersey city",61264484,1081996047,0,61264484,0,0,1036561603,1049105487,292754,81958
"281","CA","California","0667000",2020,"city and county of san francisco",34557584000,4655538000,3903016000,5610057000,0,0,12023583000,12519966000,873959,121826
"282","NC","North Carolina","3755000",2020,"raleigh",2241239412,157437366,190900860,191899615,0,0,795974736,973529224,467762,74612
"283","WA","Washington","5367000",2020,"spokane",886969987,0,0,41087427,61452699,97392855,527607330,584541313,228978,58714
"284","FL","Florida","1235000",2020,"jacksonville",6319925000,2985785000,261160000,214031000,0,0,2164006000,2123471000,949616,58621
"285","MI","Michigan","2622000",2020,"detroit",5377049394,1792678121,445447,466040162,37262730,0,2182546082,2155139212,639115,36140
"286","CA","California","0668000",2020,"san jose",7622101000,3383225000,976545000,448264000,0,715000,2974619000,2880708000,1013221,126377
"287","NY","New York","3611000",2020,"buffalo",2227222037,254162180,1228417474,334346029,0,0,595949700,571727657,278301,40669
"288","CO","Colorado","0820000",2020,"denver county",11288224000,1699959000,249680000,713552000,17721000,0,3671950000,3707605000,715538,81630
"289","LA","Louisiana","2255000",2020,"new orleans",2445685000,968753000,173245000,181362000,0,0,996063000,1111062000,383998,46942
"290","NY","New York","3611000",2021,"buffalo",2288501912,62224319,1383997705,468847185,0,0,594292830,652375871,278301,40669
"291","CA","California","0668000",2021,"san jose",7908010000,3591797000,864874000,586017000,0,1062000,2964920000,2726864000,1013221,126377
"292","CO","Colorado","0820000",2021,"denver county",12287597000,1764486000,253829000,926765000,65973000,0,3707999000,4128337000,715538,81630
"293","LA","Louisiana","2255000",2021,"new orleans",2846275000,862741000,172847000,229401000,0,0,999856000,1323696000,383998,46942
"294","NY","New York","3611000",2022,"buffalo",2397811958,19726695,1312274426,692117144,19434271,0,597406090,687523777,278301,40669
"295","CA","California","0668000",2022,"san jose",6812578000,2342879000,778224000,613669000,2747000,1878000,2816732000,3086802000,1013221,126377
"296","CO","Colorado","0820000",2022,"denver county",14054059000,1454425000,244985000,1119786000,156920000,0,3703766000,4136851000,715538,81630
"297","LA","Louisiana","2255000",2022,"new orleans",2749724000,1008184000,137415000,217484000,0,0,1101042000,1400407000,383998,46942
